date,quarter,day_of_week,neighborhood,bike_cost,location,long,lat
2017-08-18,2017-10-01,Friday,Church-Yonge Corridor (75),2000,Residential Structures,-79.37901716162628,43.659648849449276
2017-08-21,2017-10-01,Monday,Trinity-Bellwoods (81),1000,Residential Structures,-79.4153421638998,43.65017629672643
2017-08-16,2017-10-01,Wednesday,Flemingdon Park (44),120,Residential Structures,-79.33264596751758,43.71592974897502
2017-08-14,2017-07-01,Monday,Niagara (82),200,Residential Structures,-79.41242040394009,43.63668087060661
2017-08-20,2017-10-01,Sunday,Willowdale East (51),500,Residential Structures,-79.40148379055928,43.770602244553096
2017-08-21,2017-10-01,Monday,Little Portugal (84),749,Residential Structures,-79.43032271138112,43.64753592717682
2017-08-16,2017-10-01,Wednesday,Niagara (82),500,Residential Structures,-79.41242040394009,43.63668087060661
2017-08-21,2017-10-01,Monday,Bay Street Corridor (76),650,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-21,2017-10-01,Monday,Kensington-Chinatown (78),1000,Residential Structures,-79.39723987739471,43.6535541286232
2017-08-14,2017-07-01,Monday,New Toronto (18),0,Commercial Areas,-79.51035809204086,43.60058858826094
2017-08-20,2017-10-01,Sunday,Waterfront Communities-The Island (77),1669.99,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-22,2017-10-01,Tuesday,Bay Street Corridor (76),300,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-20,2017-10-01,Sunday,Church-Yonge Corridor (75),500,Residential Structures,-79.37901716162628,43.659648849449276
2017-08-21,2017-10-01,Monday,Malvern (132),700,Others,-79.2225166213798,43.80365817700939
2017-08-13,2017-07-01,Sunday,Newtonbrook West (36),3000,Residential Structures,-79.4314215134344,43.785829927437725
2017-08-20,2017-10-01,Sunday,Church-Yonge Corridor (75),500,Residential Structures,-79.37901716162628,43.659648849449276
2017-08-22,2017-10-01,Tuesday,Church-Yonge Corridor (75),1500,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-22,2017-10-01,Tuesday,Mimico (includes Humber Bay Shores) (17),1000,Open/Public Spaces,-79.50013665098422,43.61592384473713
2017-08-14,2017-07-01,Monday,Cabbagetown-South St.James Town (71),1100,Residential Structures,-79.36610665903528,43.66764772385686
2017-08-22,2017-10-01,Tuesday,Church-Yonge Corridor (75),1500,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-19,2017-10-01,Saturday,Waterfront Communities-The Island (77),500,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-21,2017-10-01,Monday,Niagara (82),2200,Residential Structures,-79.41242040394009,43.63668087060661
2017-08-22,2017-10-01,Tuesday,Waterfront Communities-The Island (77),0,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-21,2017-10-01,Monday,Yonge-Eglinton (100),400,Others,-79.40359016622641,43.70468936092784
2017-08-13,2017-07-01,Sunday,Leaside-Bennington (56),899.99,Residential Structures,-79.36607234417629,43.703796594874674
2017-08-23,2017-10-01,Wednesday,Moss Park (73),150,Residential Structures,-79.36729702995146,43.656517618834606
2017-08-22,2017-10-01,Tuesday,Waterfront Communities-The Island (77),0,Commercial Areas,-79.3772023229936,43.633880327159524
2017-08-18,2017-10-01,Friday,Niagara (82),500,Open/Public Spaces,-79.41242040394009,43.63668087060661
2017-07-03,2017-07-01,Monday,Bay Street Corridor (76),360,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-23,2017-10-01,Wednesday,Moss Park (73),500,Residential Structures,-79.36729702995146,43.656517618834606
2017-08-23,2017-10-01,Wednesday,Greenwood-Coxwell (65),500,Open/Public Spaces,-79.32431802090154,43.67261230021652
2017-08-15,2017-07-01,Tuesday,Thorncliffe Park (55),400,Commercial Areas,-79.34998360500312,43.70774920521462
2017-08-22,2017-10-01,Tuesday,Annex (95),1500,Open/Public Spaces,-79.40400062928025,43.67158543003155
2017-08-23,2017-10-01,Wednesday,Long Branch (19),450,Transportation,-79.53334545408563,43.592361683027136
2017-08-19,2017-10-01,Saturday,Dufferin Grove (83),300,Commercial Areas,-79.43734103751373,43.655428330164874
2017-08-12,2017-07-01,Saturday,Cliffcrest (123),2000,Residential Structures,-79.23552957479994,43.721121141067144
2017-07-07,2017-07-01,Friday,Islington-City Centre West (14),300,Commercial Areas,-79.54331653804603,43.633463294702935
2017-08-22,2017-10-01,Tuesday,Bay Street Corridor (76),600,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-23,2017-10-01,Wednesday,South Riverdale (70),2000,Residential Structures,-79.33565132290826,43.6492919996662
2017-08-22,2017-10-01,Tuesday,L'Amoreaux (117),640,Residential Structures,-79.31408424727546,43.795716009853194
2017-08-22,2017-10-01,Tuesday,University (79),700,Residential Structures,-79.40117974868369,43.66250619981047
2016-08-21,2016-10-01,Sunday,Mimico (includes Humber Bay Shores) (17),900,Residential Structures,-79.50013665098422,43.61592384473713
2017-08-23,2017-10-01,Wednesday,Bay Street Corridor (76),349.99,Commercial Areas,-79.38572124534863,43.657511330997565
2017-07-03,2017-07-01,Monday,Bay Street Corridor (76),250,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-07-11,2017-07-01,Tuesday,Lansing-Westgate (38),100,Residential Structures,-79.42474772579611,43.754271137278266
2017-08-23,2017-10-01,Wednesday,South Riverdale (70),500,Residential Structures,-79.33565132290826,43.6492919996662
2017-08-05,2017-07-01,Saturday,University (79),400,Commercial Areas,-79.40117974868369,43.66250619981047
2017-08-21,2017-10-01,Monday,Regent Park (72),350,Residential Structures,-79.3605088053568,43.659992140783885
2017-08-24,2017-10-01,Thursday,Waterfront Communities-The Island (77),599,Commercial Areas,-79.3772023229936,43.633880327159524
2017-08-18,2017-10-01,Friday,Waterfront Communities-The Island (77),1250,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-22,2017-10-01,Tuesday,Rosedale-Moore Park (98),1500,Residential Structures,-79.37966939989423,43.6828204124932
2017-08-24,2017-10-01,Thursday,Kensington-Chinatown (78),800,Commercial Areas,-79.39723987739471,43.6535541286232
2017-08-22,2017-10-01,Tuesday,Yonge-Eglinton (100),1300,Commercial Areas,-79.40359016622641,43.70468936092784
2016-11-27,2017-01-01,Sunday,South Parkdale (85),770,Residential Structures,-79.4393378322998,43.636699519318434
2017-08-23,2017-10-01,Wednesday,Church-Yonge Corridor (75),280,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-24,2017-10-01,Thursday,Kensington-Chinatown (78),500,Commercial Areas,-79.39723987739471,43.6535541286232
2017-08-24,2017-10-01,Thursday,Bay Street Corridor (76),600,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-24,2017-10-01,Thursday,Kensington-Chinatown (78),600,Commercial Areas,-79.39723987739471,43.6535541286232
2017-08-24,2017-10-01,Thursday,Bay Street Corridor (76),2500,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-25,2017-10-01,Friday,Waterfront Communities-The Island (77),200,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-25,2017-10-01,Friday,Woburn (137),400,Open/Public Spaces,-79.22858575507915,43.76674020159054
2017-08-25,2017-10-01,Friday,Keelesdale-Eglinton West (110),250,Residential Structures,-79.4714371056747,43.68572746919965
2017-08-25,2017-10-01,Friday,Waterfront Communities-The Island (77),600,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-25,2017-10-01,Friday,Church-Yonge Corridor (75),420,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-25,2017-10-01,Friday,Waterfront Communities-The Island (77),520,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-25,2017-10-01,Friday,Niagara (82),600,Open/Public Spaces,-79.41242040394009,43.63668087060661
2017-08-18,2017-10-01,Friday,Yonge-Eglinton (100),3500,Residential Structures,-79.40359016622641,43.70468936092784
2017-08-24,2017-10-01,Thursday,Bay Street Corridor (76),400,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-14,2017-07-01,Monday,Waterfront Communities-The Island (77),400,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-19,2017-10-01,Saturday,Bay Street Corridor (76),0,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-25,2017-10-01,Friday,Don Valley Village (47),100,Residential Structures,-79.35364413195393,43.783293676309825
2017-08-25,2017-10-01,Friday,Rosedale-Moore Park (98),850,Open/Public Spaces,-79.37966939989423,43.6828204124932
2017-08-25,2017-10-01,Friday,Waterfront Communities-The Island (77),900,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-23,2017-10-01,Wednesday,Moss Park (73),0,Commercial Areas,-79.36729702995146,43.656517618834606
2017-08-26,2017-10-01,Saturday,Keelesdale-Eglinton West (110),400,Residential Structures,-79.4714371056747,43.68572746919965
2017-08-24,2017-10-01,Thursday,Church-Yonge Corridor (75),810,Residential Structures,-79.37901716162628,43.659648849449276
2017-06-10,2017-07-01,Saturday,Waterfront Communities-The Island (77),1000,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-14,2017-07-01,Monday,Annex (95),700,Residential Structures,-79.40400062928025,43.67158543003155
2017-08-26,2017-10-01,Saturday,Waterfront Communities-The Island (77),480,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-26,2017-10-01,Saturday,Bay Street Corridor (76),549.99,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-25,2017-10-01,Friday,Waterfront Communities-The Island (77),0,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-26,2017-10-01,Saturday,Church-Yonge Corridor (75),1200,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-27,2017-10-01,Sunday,Annex (95),1500,Commercial Areas,-79.40400062928025,43.67158543003155
2017-08-26,2017-10-01,Saturday,Bay Street Corridor (76),549.99,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-25,2017-10-01,Friday,Palmerston-Little Italy (80),2299,Open/Public Spaces,-79.4184087281674,43.65915710120554
2017-08-25,2017-10-01,Friday,Waterfront Communities-The Island (77),0,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-27,2017-10-01,Sunday,Oakwood Village (107),0,Commercial Areas,-79.43978547678283,43.68856555117282
2017-08-21,2017-10-01,Monday,Niagara (82),399,Residential Structures,-79.41242040394009,43.63668087060661
2017-08-27,2017-10-01,Sunday,Waterfront Communities-The Island (77),2600,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-14,2017-07-01,Monday,Annex (95),269,Commercial Areas,-79.40400062928025,43.67158543003155
2017-08-28,2017-10-01,Monday,Bendale (127),338.99,Commercial Areas,-79.25740036192514,43.760366271465735
2017-07-29,2017-07-01,Saturday,Willowdale West (37),160,Residential Structures,-79.42755780279825,43.77121048659164
2017-07-29,2017-07-01,Saturday,Willowdale West (37),180,Residential Structures,-79.42755780279825,43.77121048659164
2017-08-28,2017-10-01,Monday,Westminster-Branson (35),500,Open/Public Spaces,-79.45241822037676,43.77881319903913
2017-08-27,2017-10-01,Sunday,Waterfront Communities-The Island (77),400,Commercial Areas,-79.3772023229936,43.633880327159524
2017-08-22,2017-10-01,Tuesday,Moss Park (73),400,Open/Public Spaces,-79.36729702995146,43.656517618834606
2017-08-27,2017-10-01,Sunday,Niagara (82),500,Commercial Areas,-79.41242040394009,43.63668087060661
2017-08-25,2017-10-01,Friday,Mount Pleasant West (104),600,Commercial Areas,-79.3933595525685,43.70443516328523
2017-08-28,2017-10-01,Monday,Bay Street Corridor (76),350,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-25,2017-10-01,Friday,Waterfront Communities-The Island (77),800,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-28,2017-10-01,Monday,Bay Street Corridor (76),1600,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-16,2017-10-01,Wednesday,South Riverdale (70),100,Residential Structures,-79.33565132290826,43.6492919996662
2017-08-27,2017-10-01,Sunday,Church-Yonge Corridor (75),50,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-29,2017-10-01,Tuesday,Church-Yonge Corridor (75),1000,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-29,2017-10-01,Tuesday,Yonge-Eglinton (100),450,Open/Public Spaces,-79.40359016622641,43.70468936092784
2017-08-29,2017-10-01,Tuesday,Trinity-Bellwoods (81),2285.99,Residential Structures,-79.4153421638998,43.65017629672643
2017-08-25,2017-10-01,Friday,Waterfront Communities-The Island (77),740,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-29,2017-10-01,Tuesday,Yonge-Eglinton (100),800,Others,-79.40359016622641,43.70468936092784
2017-08-29,2017-10-01,Tuesday,Niagara (82),440,Others,-79.41242040394009,43.63668087060661
2017-08-29,2017-10-01,Tuesday,Yonge-Eglinton (100),800,Others,-79.40359016622641,43.70468936092784
2017-08-16,2017-10-01,Wednesday,South Riverdale (70),250,Residential Structures,-79.33565132290826,43.6492919996662
2017-08-28,2017-10-01,Monday,Bay Street Corridor (76),600,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-26,2017-10-01,Saturday,York University Heights (27),150,Residential Structures,-79.48888293166782,43.76573645429017
2017-08-29,2017-10-01,Tuesday,Princess-Rosethorn (10),500,Commercial Areas,-79.54455928434245,43.66605058821453
2017-08-29,2017-10-01,Tuesday,Princess-Rosethorn (10),400,Commercial Areas,-79.54455928434245,43.66605058821453
2017-08-29,2017-10-01,Tuesday,Kensington-Chinatown (78),3500,Commercial Areas,-79.39723987739471,43.6535541286232
2017-08-23,2017-10-01,Wednesday,Mount Pleasant West (104),1000,Residential Structures,-79.3933595525685,43.70443516328523
2017-07-21,2017-07-01,Friday,Church-Yonge Corridor (75),500,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-30,2017-10-01,Wednesday,L'Amoreaux (117),199.99,Commercial Areas,-79.31408424727546,43.795716009853194
2017-08-29,2017-10-01,Tuesday,Westminster-Branson (35),299.99,Commercial Areas,-79.45241822037676,43.77881319903913
2017-08-29,2017-10-01,Tuesday,Roncesvalles (86),250,Residential Structures,-79.44299244306902,43.64612298805443
2017-08-29,2017-10-01,Tuesday,Trinity-Bellwoods (81),3000,Residential Structures,-79.4153421638998,43.65017629672643
2017-08-23,2017-10-01,Wednesday,Mount Pleasant West (104),1200,Residential Structures,-79.3933595525685,43.70443516328523
2017-08-30,2017-10-01,Wednesday,Tam O'Shanter-Sullivan (118),169.99,Others,-79.30291871972979,43.78012984045799
2017-07-26,2017-07-01,Wednesday,Mimico (includes Humber Bay Shores) (17),500,Residential Structures,-79.50013665098422,43.61592384473713
2017-08-28,2017-10-01,Monday,University (79),300,Commercial Areas,-79.40117974868369,43.66250619981047
2017-08-12,2017-07-01,Saturday,Rosedale-Moore Park (98),2200,Commercial Areas,-79.37966939989423,43.6828204124932
2017-08-30,2017-10-01,Wednesday,Palmerston-Little Italy (80),180,Open/Public Spaces,-79.4184087281674,43.65915710120554
2017-08-28,2017-10-01,Monday,Church-Yonge Corridor (75),269,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-30,2017-10-01,Wednesday,Weston (113),600,Open/Public Spaces,-79.51572254704779,43.70271604054647
2017-08-30,2017-10-01,Wednesday,Waterfront Communities-The Island (77),100,Commercial Areas,-79.3772023229936,43.633880327159524
2017-08-07,2017-07-01,Monday,Church-Yonge Corridor (75),2500,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-31,2017-10-01,Thursday,Islington-City Centre West (14),300,Transportation,-79.54331653804603,43.633463294702935
2017-09-01,2017-10-01,Friday,Church-Yonge Corridor (75),700,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-06-19,2017-07-01,Monday,Waterfront Communities-The Island (77),2300,Commercial Areas,-79.3772023229936,43.633880327159524
2017-09-01,2017-10-01,Friday,Junction Area (90),3000,Residential Structures,-79.47143987276426,43.667889760215104
2017-09-01,2017-10-01,Friday,Rosedale-Moore Park (98),1921,Open/Public Spaces,-79.37966939989423,43.6828204124932
2017-08-31,2017-10-01,Thursday,Hillcrest Village (48),550,Commercial Areas,-79.35480400470398,43.80298781590062
2017-08-31,2017-10-01,Thursday,South Parkdale (85),800,Public Institutions,-79.4393378322998,43.636699519318434
2017-07-26,2017-07-01,Wednesday,Keelesdale-Eglinton West (110),700,Commercial Areas,-79.4714371056747,43.68572746919965
2017-09-01,2017-10-01,Friday,Trinity-Bellwoods (81),1100,Commercial Areas,-79.4153421638998,43.65017629672643
2017-08-24,2017-10-01,Thursday,Church-Yonge Corridor (75),830,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-31,2017-10-01,Thursday,Danforth East York (59),900,Residential Structures,-79.33140338933542,43.68946809019784
2017-08-30,2017-10-01,Wednesday,Niagara (82),1000,Commercial Areas,-79.41242040394009,43.63668087060661
2017-08-26,2017-10-01,Saturday,Dorset Park (126),4500,Commercial Areas,-79.2789079328611,43.75927434447322
2017-08-31,2017-10-01,Thursday,Little Portugal (84),500,Open/Public Spaces,-79.43032271138112,43.64753592717682
2017-08-28,2017-10-01,Monday,Church-Yonge Corridor (75),300,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-29,2017-10-01,Tuesday,Niagara (82),1800,Commercial Areas,-79.41242040394009,43.63668087060661
2017-08-30,2017-10-01,Wednesday,Bay Street Corridor (76),2800,Open/Public Spaces,-79.38572124534863,43.657511330997565
